Vacancy_id;Vacancy_name;Vacancy_url;Salary_min;Salary_max;Salary_cur;Employer_name;Employer_url;Employer_city
81456987;Data Scientist/Аналитик данных;https://hh.ru/vacancy/81456987;120000;190000;₽;ГК СиДиСи (CDC);https://hh.ru/employer/28608?hhtmFrom=vacancy;Москва
83276427;Middle / Junior Data Scientist;https://hh.ru/vacancy/83276427;0;0;-;Московский Кредитный Банк. Профессионалы;https://hh.ru/employer/2492?dpt=2492-2492-14883&hhtmFrom=vacancy;Москва
83454163;Data scientist (СберБизнесБот);https://hh.ru/vacancy/83454163;0;0;-;Сбер для экспертов;https://hh.ru/employer/3529?dpt=3529-3529-prof&hhtmFrom=vacancy;Москва
83367598;Data Scientist / Data Analyst;https://hh.ru/vacancy/83367598;0;0;-;Сбер для экспертов;https://hh.ru/employer/3529?dpt=3529-3529-prof&hhtmFrom=vacancy;Москва
83402949;Data Scientist (Блок риски);https://hh.ru/vacancy/83402949;0;0;-;Сбер для экспертов;https://hh.ru/employer/3529?dpt=3529-3529-prof&hhtmFrom=vacancy;Москва
83001332;Data scientist в центр искусственного интеллекта;https://hh.ru/vacancy/83001332;0;0;-;Сбер. Data Science;https://hh.ru/employer/3529?dpt=3529-3529-data&hhtmFrom=vacancy;Владивосток
82828224;Data scientist;https://hh.ru/vacancy/82828224;0;0;-;ООО РСХБ-Интех;https://hh.ru/employer/3131901?hhtmFrom=vacancy;-
83385121;Senior Data Scientist в центр фундаментальных исследований (AI Lab);https://hh.ru/vacancy/83385121;0;0;-;Сбер для экспертов;https://hh.ru/employer/3529?dpt=3529-3529-prof&hhtmFrom=vacancy;Москва
82748315;Data Engineer / Data Scientist (Клиентская аналитика);https://hh.ru/vacancy/82748315;0;0;-;Сбер. IT;https://hh.ru/employer/3529?dpt=3529-3529-it&hhtmFrom=vacancy;-
83238281;Data scientist NLP (middle);https://hh.ru/vacancy/83238281;0;0;-;ПАО Ростелеком;https://hh.ru/employer/2748?hhtmFrom=vacancy;Москва
